Countyfips;StateCode;State;Year;Race;Population
0;CO;Colorado;2012;Hawaiian or Pacific Islander Alone;9316
0;CO;Colorado;2013;Hawaiian or Pacific Islander Alone;9699
0;CO;Colorado;2014;Hawaiian or Pacific Islander Alone;9976
0;CO;Colorado;2015;Hawaiian or Pacific Islander Alone;10393
0;CO;Colorado;2016;Hawaiian or Pacific Islander Alone;10758
0;CO;Colorado;2017;Hawaiian or Pacific Islander Alone;11025
0;CO;Colorado;2018;Hawaiian or Pacific Islander Alone;11440
0;CO;Colorado;2019;Hawaiian or Pacific Islander Alone;11909
0;CO;Colorado;2020;Hawaiian or Pacific Islander Alone;12271
0;CO;Colorado;2021;Hawaiian or Pacific Islander Alone;12708
0;CO;Colorado;2022;Hawaiian or Pacific Islander Alone;13030
0;CO;Colorado;2023;Hawaiian or Pacific Islander Alone;13641
0;CO;Colorado;2024;Hawaiian or Pacific Islander Alone;14155
0;CT;Connecticut;1990;Hawaiian or Pacific Islander Alone;
0;CT;Connecticut;1991;Hawaiian or Pacific Islander Alone;
0;CT;Connecticut;1992;Hawaiian or Pacific Islander Alone;
0;CT;Connecticut;1993;Hawaiian or Pacific Islander Alone;
0;CT;Connecticut;1994;Hawaiian or Pacific Islander Alone;
0;CT;Connecticut;1995;Hawaiian or Pacific Islander Alone;
0;CT;Connecticut;1996;Hawaiian or Pacific Islander Alone;
0;CT;Connecticut;1997;Hawaiian or Pacific Islander Alone;
0;CT;Connecticut;1998;Hawaiian or Pacific Islander Alone;
0;CT;Connecticut;1999;Hawaiian or Pacific Islander Alone;
0;CT;Connecticut;2000;Hawaiian or Pacific Islander Alone;2227
0;CT;Connecticut;2001;Hawaiian or Pacific Islander Alone;2373
0;CT;Connecticut;2002;Hawaiian or Pacific Islander Alone;2519
0;CT;Connecticut;2003;Hawaiian or Pacific Islander Alone;2669
0;CT;Connecticut;2004;Hawaiian or Pacific Islander Alone;2804
0;CT;Connecticut;2005;Hawaiian or Pacific Islander Alone;2802
0;CT;Connecticut;2006;Hawaiian or Pacific Islander Alone;3029
0;CT;Connecticut;2007;Hawaiian or Pacific Islander Alone;3168
0;CT;Connecticut;2008;Hawaiian or Pacific Islander Alone;3292
0;CT;Connecticut;2009;Hawaiian or Pacific Islander Alone;3394
0;CT;Connecticut;2010;Hawaiian or Pacific Islander Alone;3508
0;CT;Connecticut;2011;Hawaiian or Pacific Islander Alone;3576
0;CT;Connecticut;2012;Hawaiian or Pacific Islander Alone;3614
0;CT;Connecticut;2013;Hawaiian or Pacific Islander Alone;3619
0;CT;Connecticut;2014;Hawaiian or Pacific Islander Alone;3698
0;CT;Connecticut;2015;Hawaiian or Pacific Islander Alone;3756
0;CT;Connecticut;2016;Hawaiian or Pacific Islander Alone;3754
0;CT;Connecticut;2017;Hawaiian or Pacific Islander Alone;3863
0;CT;Connecticut;2018;Hawaiian or Pacific Islander Alone;3894
0;CT;Connecticut;2019;Hawaiian or Pacific Islander Alone;3967
0;CT;Connecticut;2020;Hawaiian or Pacific Islander Alone;4085
0;CT;Connecticut;2021;Hawaiian or Pacific Islander Alone;4119
0;CT;Connecticut;2022;Hawaiian or Pacific Islander Alone;4262
0;CT;Connecticut;2023;Hawaiian or Pacific Islander Alone;4390
0;CT;Connecticut;2024;Hawaiian or Pacific Islander Alone;4570
0;DE;Delaware;1990;Hawaiian or Pacific Islander Alone;
0;DE;Delaware;1991;Hawaiian or Pacific Islander Alone;
0;DE;Delaware;1992;Hawaiian or Pacific Islander Alone;
0;DE;Delaware;1993;Hawaiian or Pacific Islander Alone;
0;DE;Delaware;1994;Hawaiian or Pacific Islander Alone;
0;DE;Delaware;1995;Hawaiian or Pacific Islander Alone;
0;DE;Delaware;1996;Hawaiian or Pacific Islander Alone;
0;DE;Delaware;1997;Hawaiian or Pacific Islander Alone;
0;DE;Delaware;1998;Hawaiian or Pacific Islander Alone;
0;DE;Delaware;1999;Hawaiian or Pacific Islander Alone;
0;DE;Delaware;2000;Hawaiian or Pacific Islander Alone;361
0;DE;Delaware;2001;Hawaiian or Pacific Islander Alone;439
0;DE;Delaware;2002;Hawaiian or Pacific Islander Alone;458
0;DE;Delaware;2003;Hawaiian or Pacific Islander Alone;497
0;DE;Delaware;2004;Hawaiian or Pacific Islander Alone;520
0;DE;Delaware;2005;Hawaiian or Pacific Islander Alone;523
0;DE;Delaware;2006;Hawaiian or Pacific Islander Alone;575
0;DE;Delaware;2007;Hawaiian or Pacific Islander Alone;605
0;DE;Delaware;2008;Hawaiian or Pacific Islander Alone;624
0;DE;Delaware;2009;Hawaiian or Pacific Islander Alone;672
0;DE;Delaware;2010;Hawaiian or Pacific Islander Alone;693
0;DE;Delaware;2011;Hawaiian or Pacific Islander Alone;696
0;DE;Delaware;2012;Hawaiian or Pacific Islander Alone;727
0;DE;Delaware;2013;Hawaiian or Pacific Islander Alone;759
0;DE;Delaware;2014;Hawaiian or Pacific Islander Alone;816
0;DE;Delaware;2015;Hawaiian or Pacific Islander Alone;866
0;DE;Delaware;2016;Hawaiian or Pacific Islander Alone;927
0;DE;Delaware;2017;Hawaiian or Pacific Islander Alone;974
0;DE;Delaware;2018;Hawaiian or Pacific Islander Alone;1029
0;DE;Delaware;2019;Hawaiian or Pacific Islander Alone;1089
0;DE;Delaware;2020;Hawaiian or Pacific Islander Alone;1167
0;DE;Delaware;2021;Hawaiian or Pacific Islander Alone;1168
0;DE;Delaware;2022;Hawaiian or Pacific Islander Alone;1194
0;DE;Delaware;2023;Hawaiian or Pacific Islander Alone;1242
0;DE;Delaware;2024;Hawaiian or Pacific Islander Alone;1296
0;DC;District of Columbia;1990;Hawaiian or Pacific Islander Alone;
0;DC;District of Columbia;1991;Hawaiian or Pacific Islander Alone;
0;DC;District of Columbia;1992;Hawaiian or Pacific Islander Alone;
0;DC;District of Columbia;1993;Hawaiian or Pacific Islander Alone;
0;DC;District of Columbia;1994;Hawaiian or Pacific Islander Alone;
0;DC;District of Columbia;1995;Hawaiian or Pacific Islander Alone;
0;DC;District of Columbia;1996;Hawaiian or Pacific Islander Alone;
0;DC;District of Columbia;1997;Hawaiian or Pacific Islander Alone;
0;DC;District of Columbia;1998;Hawaiian or Pacific Islander Alone;
0;DC;District of Columbia;1999;Hawaiian or Pacific Islander Alone;
0;DC;District of Columbia;2000;Hawaiian or Pacific Islander Alone;414
0;DC;District of Columbia;2001;Hawaiian or Pacific Islander Alone;488
0;DC;District of Columbia;2002;Hawaiian or Pacific Islander Alone;508
0;DC;District of Columbia;2003;Hawaiian or Pacific Islander Alone;556
0;DC;District of Columbia;2004;Hawaiian or Pacific Islander Alone;567
0;DC;District of Columbia;2005;Hawaiian or Pacific Islander Alone;587
0;DC;District of Columbia;2006;Hawaiian or Pacific Islander Alone;652
0;DC;District of Columbia;2007;Hawaiian or Pacific Islander Alone;662
0;DC;District of Columbia;2008;Hawaiian or Pacific Islander Alone;705
0;DC;District of Columbia;2009;Hawaiian or Pacific Islander Alone;775
0;DC;District of Columbia;2010;Hawaiian or Pacific Islander Alone;797
0;DC;District of Columbia;2011;Hawaiian or Pacific Islander Alone;862
0;DC;District of Columbia;2012;Hawaiian or Pacific Islander Alone;960
0;DC;District of Columbia;2013;Hawaiian or Pacific Islander Alone;1011
0;DC;District of Columbia;2014;Hawaiian or Pacific Islander Alone;1051
0;DC;District of Columbia;2015;Hawaiian or Pacific Islander Alone;1081
0;DC;District of Columbia;2016;Hawaiian or Pacific Islander Alone;1111
0;DC;District of Columbia;2017;Hawaiian or Pacific Islander Alone;1110
0;DC;District of Columbia;2018;Hawaiian or Pacific Islander Alone;1138
0;DC;District of Columbia;2019;Hawaiian or Pacific Islander Alone;1100
0;DC;District of Columbia;2020;Hawaiian or Pacific Islander Alone;1070
0;DC;District of Columbia;2021;Hawaiian or Pacific Islander Alone;1058
0;DC;District of Columbia;2022;Hawaiian or Pacific Islander Alone;1158
0;DC;District of Columbia;2023;Hawaiian or Pacific Islander Alone;1249
0;DC;District of Columbia;2024;Hawaiian or Pacific Islander Alone;1349
0;FL;Florida;1990;Hawaiian or Pacific Islander Alone;
0;FL;Florida;1991;Hawaiian or Pacific Islander Alone;
0;FL;Florida;1992;Hawaiian or Pacific Islander Alone;
0;FL;Florida;1993;Hawaiian or Pacific Islander Alone;
0;FL;Florida;1994;Hawaiian or Pacific Islander Alone;
0;FL;Florida;1995;Hawaiian or Pacific Islander Alone;
0;FL;Florida;1996;Hawaiian or Pacific Islander Alone;
0;FL;Florida;1997;Hawaiian or Pacific Islander Alone;
0;FL;Florida;1998;Hawaiian or Pacific Islander Alone;
0;FL;Florida;1999;Hawaiian or Pacific Islander Alone;
0;FL;Florida;2000;Hawaiian or Pacific Islander Alone;11127
0;FL;Florida;2001;Hawaiian or Pacific Islander Alone;11782
0;FL;Florida;2002;Hawaiian or Pacific Islander Alone;12498
0;FL;Florida;2003;Hawaiian or Pacific Islander Alone;13236
0;FL;Florida;2004;Hawaiian or Pacific Islander Alone;14365
0;FL;Florida;2005;Hawaiian or Pacific Islander Alone;15695
0;FL;Florida;2006;Hawaiian or Pacific Islander Alone;16648
0;FL;Florida;2007;Hawaiian or Pacific Islander Alone;17492
0;FL;Florida;2008;Hawaiian or Pacific Islander Alone;18056
0;FL;Florida;2009;Hawaiian or Pacific Islander Alone;18572
0;FL;Florida;2010;Hawaiian or Pacific Islander Alone;18886
0;FL;Florida;2011;Hawaiian or Pacific Islander Alone;19458
0;FL;Florida;2012;Hawaiian or Pacific Islander Alone;20174
0;FL;Florida;2013;Hawaiian or Pacific Islander Alone;20744
0;FL;Florida;2014;Hawaiian or Pacific Islander Alone;21396
0;FL;Florida;2015;Hawaiian or Pacific Islander Alone;22208
0;FL;Florida;2016;Hawaiian or Pacific Islander Alone;23098
0;FL;Florida;2017;Hawaiian or Pacific Islander Alone;23778
0;FL;Florida;2018;Hawaiian or Pacific Islander Alone;24300
0;FL;Florida;2019;Hawaiian or Pacific Islander Alone;25007
0;FL;Florida;2020;Hawaiian or Pacific Islander Alone;25849
0;FL;Florida;2021;Hawaiian or Pacific Islander Alone;26696
0;FL;Florida;2022;Hawaiian or Pacific Islander Alone;28270
0;FL;Florida;2023;Hawaiian or Pacific Islander Alone;29873
0;FL;Florida;2024;Hawaiian or Pacific Islander Alone;31264
0;GA;Georgia;1990;Hawaiian or Pacific Islander Alone;
0;GA;Georgia;1991;Hawaiian or Pacific Islander Alone;
0;GA;Georgia;1992;Hawaiian or Pacific Islander Alone;
0;GA;Georgia;1993;Hawaiian or Pacific Islander Alone;
0;GA;Georgia;1994;Hawaiian or Pacific Islander Alone;
0;GA;Georgia;1995;Hawaiian or Pacific Islander Alone;
0;GA;Georgia;1996;Hawaiian or Pacific Islander Alone;
0;GA;Georgia;1997;Hawaiian or Pacific Islander Alone;
0;GA;Georgia;1998;Hawaiian or Pacific Islander Alone;
0;GA;Georgia;1999;Hawaiian or Pacific Islander Alone;
0;GA;Georgia;2000;Hawaiian or Pacific Islander Alone;5392
0;GA;Georgia;2001;Hawaiian or Pacific Islander Alone;5856
0;GA;Georgia;2002;Hawaiian or Pacific Islander Alone;6406
0;GA;Georgia;2003;Hawaiian or Pacific Islander Alone;6775
0;GA;Georgia;2004;Hawaiian or Pacific Islander Alone;7284
0;GA;Georgia;2005;Hawaiian or Pacific Islander Alone;7632
0;GA;Georgia;2006;Hawaiian or Pacific Islander Alone;8287
0;GA;Georgia;2007;Hawaiian or Pacific Islander Alone;8801
0;GA;Georgia;2008;Hawaiian or Pacific Islander Alone;9301
0;GA;Georgia;2009;Hawaiian or Pacific Islander Alone;9965
0;GA;Georgia;2010;Hawaiian or Pacific Islander Alone;10572
0;GA;Georgia;2011;Hawaiian or Pacific Islander Alone;10981
0;GA;Georgia;2012;Hawaiian or Pacific Islander Alone;11325
0;GA;Georgia;2013;Hawaiian or Pacific Islander Alone;11639
0;GA;Georgia;2014;Hawaiian or Pacific Islander Alone;12110
0;GA;Georgia;2015;Hawaiian or Pacific Islander Alone;12525
0;GA;Georgia;2016;Hawaiian or Pacific Islander Alone;12854
0;GA;Georgia;2017;Hawaiian or Pacific Islander Alone;13402
0;GA;Georgia;2018;Hawaiian or Pacific Islander Alone;13940
0;GA;Georgia;2019;Hawaiian or Pacific Islander Alone;14213
0;GA;Georgia;2020;Hawaiian or Pacific Islander Alone;14647
0;GA;Georgia;2021;Hawaiian or Pacific Islander Alone;14969
0;GA;Georgia;2022;Hawaiian or Pacific Islander Alone;15127
0;GA;Georgia;2023;Hawaiian or Pacific Islander Alone;15515
0;GA;Georgia;2024;Hawaiian or Pacific Islander Alone;15724
0;HI;Hawaii;1990;Hawaiian or Pacific Islander Alone;
0;HI;Hawaii;1991;Hawaiian or Pacific Islander Alone;
0;HI;Hawaii;1992;Hawaiian or Pacific Islander Alone;
0;HI;Hawaii;1993;Hawaiian or Pacific Islander Alone;
0;HI;Hawaii;1994;Hawaiian or Pacific Islander Alone;
0;HI;Hawaii;1995;Hawaiian or Pacific Islander Alone;
0;HI;Hawaii;1996;Hawaiian or Pacific Islander Alone;
0;HI;Hawaii;1997;Hawaiian or Pacific Islander Alone;
0;HI;Hawaii;1998;Hawaiian or Pacific Islander Alone;
0;HI;Hawaii;1999;Hawaiian or Pacific Islander Alone;
0;HI;Hawaii;2000;Hawaiian or Pacific Islander Alone;116469
0;HI;Hawaii;2001;Hawaiian or Pacific Islander Alone;118092
0;HI;Hawaii;2002;Hawaiian or Pacific Islander Alone;120131
0;HI;Hawaii;2003;Hawaiian or Pacific Islander Alone;122484
0;HI;Hawaii;2004;Hawaiian or Pacific Islander Alone;125650
0;HI;Hawaii;2005;Hawaiian or Pacific Islander Alone;128237
0;HI;Hawaii;2006;Hawaiian or Pacific Islander Alone;130347
0;HI;Hawaii;2007;Hawaiian or Pacific Islander Alone;132417
0;HI;Hawaii;2008;Hawaiian or Pacific Islander Alone;134645
0;HI;Hawaii;2009;Hawaiian or Pacific Islander Alone;136533
0;HI;Hawaii;2010;Hawaiian or Pacific Islander Alone;139021
0;HI;Hawaii;2011;Hawaiian or Pacific Islander Alone;141962
0;HI;Hawaii;2012;Hawaiian or Pacific Islander Alone;144430
0;HI;Hawaii;2013;Hawaiian or Pacific Islander Alone;146206
0;HI;Hawaii;2014;Hawaiian or Pacific Islander Alone;147290
0;HI;Hawaii;2015;Hawaiian or Pacific Islander Alone;148266
0;HI;Hawaii;2016;Hawaiian or Pacific Islander Alone;148635
0;HI;Hawaii;2017;Hawaiian or Pacific Islander Alone;148932
0;HI;Hawaii;2018;Hawaiian or Pacific Islander Alone;149287
0;HI;Hawaii;2019;Hawaiian or Pacific Islander Alone;148541
0;HI;Hawaii;2020;Hawaiian or Pacific Islander Alone;151675
0;HI;Hawaii;2021;Hawaiian or Pacific Islander Alone;150237
0;HI;Hawaii;2022;Hawaiian or Pacific Islander Alone;149061
0;HI;Hawaii;2023;Hawaiian or Pacific Islander Alone;149040
0;HI;Hawaii;2024;Hawaiian or Pacific Islander Alone;150691
0;ID;Idaho;1990;Hawaiian or Pacific Islander Alone;
0;ID;Idaho;1991;Hawaiian or Pacific Islander Alone;
0;ID;Idaho;1992;Hawaiian or Pacific Islander Alone;
0;ID;Idaho;1993;Hawaiian or Pacific Islander Alone;
0;ID;Idaho;1994;Hawaiian or Pacific Islander Alone;
0;ID;Idaho;1995;Hawaiian or Pacific Islander Alone;
0;ID;Idaho;1996;Hawaiian or Pacific Islander Alone;
0;ID;Idaho;1997;Hawaiian or Pacific Islander Alone;
0;ID;Idaho;1998;Hawaiian or Pacific Islander Alone;
0;ID;Idaho;1999;Hawaiian or Pacific Islander Alone;
0;ID;Idaho;2000;Hawaiian or Pacific Islander Alone;1479
0;ID;Idaho;2001;Hawaiian or Pacific Islander Alone;1656
0;ID;Idaho;2002;Hawaiian or Pacific Islander Alone;1768
0;ID;Idaho;2003;Hawaiian or Pacific Islander Alone;1854
0;ID;Idaho;2004;Hawaiian or Pacific Islander Alone;1952
0;ID;Idaho;2005;Hawaiian or Pacific Islander Alone;2100
0;ID;Idaho;2006;Hawaiian or Pacific Islander Alone;2233
0;ID;Idaho;2007;Hawaiian or Pacific Islander Alone;2467
0;ID;Idaho;2008;Hawaiian or Pacific Islander Alone;2561
0;ID;Idaho;2009;Hawaiian or Pacific Islander Alone;2700
0;ID;Idaho;2010;Hawaiian or Pacific Islander Alone;2799
0;ID;Idaho;2011;Hawaiian or Pacific Islander Alone;2862
0;ID;Idaho;2012;Hawaiian or Pacific Islander Alone;2912
0;ID;Idaho;2013;Hawaiian or Pacific Islander Alone;3098
0;ID;Idaho;2014;Hawaiian or Pacific Islander Alone;3237
0;ID;Idaho;2015;Hawaiian or Pacific Islander Alone;3317
0;ID;Idaho;2016;Hawaiian or Pacific Islander Alone;3479
0;ID;Idaho;2017;Hawaiian or Pacific Islander Alone;3673
0;ID;Idaho;2018;Hawaiian or Pacific Islander Alone;3826
0;ID;Idaho;2019;Hawaiian or Pacific Islander Alone;3977
0;ID;Idaho;2020;Hawaiian or Pacific Islander Alone;4181
0;ID;Idaho;2021;Hawaiian or Pacific Islander Alone;4402
0;ID;Idaho;2022;Hawaiian or Pacific Islander Alone;4567
0;ID;Idaho;2023;Hawaiian or Pacific Islander Alone;4748
0;ID;Idaho;2024;Hawaiian or Pacific Islander Alone;4880
0;IL;Illinois;1990;Hawaiian or Pacific Islander Alone;
0;IL;Illinois;1991;Hawaiian or Pacific Islander Alone;
0;IL;Illinois;1992;Hawaiian or Pacific Islander Alone;
0;IL;Illinois;1993;Hawaiian or Pacific Islander Alone;
0;IL;Illinois;1994;Hawaiian or Pacific Islander Alone;
0;IL;Illinois;1995;Hawaiian or Pacific Islander Alone;
0;IL;Illinois;1996;Hawaiian or Pacific Islander Alone;
0;IL;Illinois;1997;Hawaiian or Pacific Islander Alone;
0;IL;Illinois;1998;Hawaiian or Pacific Islander Alone;
0;IL;Illinois;1999;Hawaiian or Pacific Islander Alone;
0;IL;Illinois;2000;Hawaiian or Pacific Islander Alone;7367
0;IL;Illinois;2001;Hawaiian or Pacific Islander Alone;7448
0;IL;Illinois;2002;Hawaiian or Pacific Islander Alone;7439
0;IL;Illinois;2003;Hawaiian or Pacific Islander Alone;7417
0;IL;Illinois;2004;Hawaiian or Pacific Islander Alone;7458
0;IL;Illinois;2005;Hawaiian or Pacific Islander Alone;7478
0;IL;Illinois;2006;Hawaiian or Pacific Islander Alone;7441
0;IL;Illinois;2007;Hawaiian or Pacific Islander Alone;7487
0;IL;Illinois;2008;Hawaiian or Pacific Islander Alone;7514
0;IL;Illinois;2009;Hawaiian or Pacific Islander Alone;7505
0;IL;Illinois;2010;Hawaiian or Pacific Islander Alone;7428
0;IL;Illinois;2011;Hawaiian or Pacific Islander Alone;7520
0;IL;Illinois;2012;Hawaiian or Pacific Islander Alone;7694
0;IL;Illinois;2013;Hawaiian or Pacific Islander Alone;7887
0;IL;Illinois;2014;Hawaiian or Pacific Islander Alone;8015
0;IL;Illinois;2015;Hawaiian or Pacific Islander Alone;8099
0;IL;Illinois;2016;Hawaiian or Pacific Islander Alone;8165
0;IL;Illinois;2017;Hawaiian or Pacific Islander Alone;8152
0;IL;Illinois;2018;Hawaiian or Pacific Islander Alone;8233
0;IL;Illinois;2019;Hawaiian or Pacific Islander Alone;8332
0;IL;Illinois;2020;Hawaiian or Pacific Islander Alone;8659
0;IL;Illinois;2021;Hawaiian or Pacific Islander Alone;8734
0;IL;Illinois;2022;Hawaiian or Pacific Islander Alone;8737
0;IL;Illinois;2023;Hawaiian or Pacific Islander Alone;8880
0;IL;Illinois;2024;Hawaiian or Pacific Islander Alone;9003
0;IN;Indiana;1990;Hawaiian or Pacific Islander Alone;
0;IN;Indiana;1991;Hawaiian or Pacific Islander Alone;
0;IN;Indiana;1992;Hawaiian or Pacific Islander Alone;
0;IN;Indiana;1993;Hawaiian or Pacific Islander Alone;
0;IN;Indiana;1994;Hawaiian or Pacific Islander Alone;
0;IN;Indiana;1995;Hawaiian or Pacific Islander Alone;
0;IN;Indiana;1996;Hawaiian or Pacific Islander Alone;
0;IN;Indiana;1997;Hawaiian or Pacific Islander Alone;
0;IN;Indiana;1998;Hawaiian or Pacific Islander Alone;
0;IN;Indiana;1999;Hawaiian or Pacific Islander Alone;
0;IN;Indiana;2000;Hawaiian or Pacific Islander Alone;2390
0;IN;Indiana;2001;Hawaiian or Pacific Islander Alone;2579
0;IN;Indiana;2002;Hawaiian or Pacific Islander Alone;2654
0;IN;Indiana;2003;Hawaiian or Pacific Islander Alone;2677
0;IN;Indiana;2004;Hawaiian or Pacific Islander Alone;2799
0;IN;Indiana;2005;Hawaiian or Pacific Islander Alone;2969
0;IN;Indiana;2006;Hawaiian or Pacific Islander Alone;3131
0;IN;Indiana;2007;Hawaiian or Pacific Islander Alone;3214
0;IN;Indiana;2008;Hawaiian or Pacific Islander Alone;3364
0;IN;Indiana;2009;Hawaiian or Pacific Islander Alone;3563
0;IN;Indiana;2010;Hawaiian or Pacific Islander Alone;3540
0;IN;Indiana;2011;Hawaiian or Pacific Islander Alone;3646
0;IN;Indiana;2012;Hawaiian or Pacific Islander Alone;3760
0;IN;Indiana;2013;Hawaiian or Pacific Islander Alone;3925
0;IN;Indiana;2014;Hawaiian or Pacific Islander Alone;3974
0;IN;Indiana;2015;Hawaiian or Pacific Islander Alone;4063
0;IN;Indiana;2016;Hawaiian or Pacific Islander Alone;4198
0;IN;Indiana;2017;Hawaiian or Pacific Islander Alone;4359
0;IN;Indiana;2018;Hawaiian or Pacific Islander Alone;4494
0;IN;Indiana;2019;Hawaiian or Pacific Islander Alone;4599
0;IN;Indiana;2020;Hawaiian or Pacific Islander Alone;4924
0;IN;Indiana;2021;Hawaiian or Pacific Islander Alone;5135
0;IN;Indiana;2022;Hawaiian or Pacific Islander Alone;5420
0;IN;Indiana;2023;Hawaiian or Pacific Islander Alone;5714
0;IN;Indiana;2024;Hawaiian or Pacific Islander Alone;6026
0;IA;Iowa;1990;Hawaiian or Pacific Islander Alone;
0;IA;Iowa;1991;Hawaiian or Pacific Islander Alone;
0;IA;Iowa;1992;Hawaiian or Pacific Islander Alone;
0;IA;Iowa;1993;Hawaiian or Pacific Islander Alone;
0;IA;Iowa;1994;Hawaiian or Pacific Islander Alone;
0;IA;Iowa;1995;Hawaiian or Pacific Islander Alone;
0;IA;Iowa;1996;Hawaiian or Pacific Islander Alone;
0;IA;Iowa;1997;Hawaiian or Pacific Islander Alone;
0;IA;Iowa;1998;Hawaiian or Pacific Islander Alone;
0;IA;Iowa;1999;Hawaiian or Pacific Islander Alone;
0;IA;Iowa;2000;Hawaiian or Pacific Islander Alone;1152
0;IA;Iowa;2001;Hawaiian or Pacific Islander Alone;1288
0;IA;Iowa;2002;Hawaiian or Pacific Islander Alone;1340
0;IA;Iowa;2003;Hawaiian or Pacific Islander Alone;1555
0;IA;Iowa;2004;Hawaiian or Pacific Islander Alone;1609
0;IA;Iowa;2005;Hawaiian or Pacific Islander Alone;1730
0;IA;Iowa;2006;Hawaiian or Pacific Islander Alone;1829
0;IA;Iowa;2007;Hawaiian or Pacific Islander Alone;2013
0;IA;Iowa;2008;Hawaiian or Pacific Islander Alone;2002
0;IA;Iowa;2009;Hawaiian or Pacific Islander Alone;2209
0;IA;Iowa;2010;Hawaiian or Pacific Islander Alone;2458
0;IA;Iowa;2011;Hawaiian or Pacific Islander Alone;2691
0;IA;Iowa;2012;Hawaiian or Pacific Islander Alone;2726
0;IA;Iowa;2013;Hawaiian or Pacific Islander Alone;2921
0;IA;Iowa;2014;Hawaiian or Pacific Islander Alone;3137
0;IA;Iowa;2015;Hawaiian or Pacific Islander Alone;3361
0;IA;Iowa;2016;Hawaiian or Pacific Islander Alone;3715
0;IA;Iowa;2017;Hawaiian or Pacific Islander Alone;4037
0;IA;Iowa;2018;Hawaiian or Pacific Islander Alone;4388
0;IA;Iowa;2019;Hawaiian or Pacific Islander Alone;4912
0;IA;Iowa;2020;Hawaiian or Pacific Islander Alone;5534
0;IA;Iowa;2021;Hawaiian or Pacific Islander Alone;6516
0;IA;Iowa;2022;Hawaiian or Pacific Islander Alone;7630
0;IA;Iowa;2023;Hawaiian or Pacific Islander Alone;9383
0;IA;Iowa;2024;Hawaiian or Pacific Islander Alone;10777
0;KS;Kansas;1990;Hawaiian or Pacific Islander Alone;
0;KS;Kansas;1991;Hawaiian or Pacific Islander Alone;
0;KS;Kansas;1992;Hawaiian or Pacific Islander Alone;
0;KS;Kansas;1993;Hawaiian or Pacific Islander Alone;
0;KS;Kansas;1994;Hawaiian or Pacific Islander Alone;
0;KS;Kansas;1995;Hawaiian or Pacific Islander Alone;
0;KS;Kansas;1996;Hawaiian or Pacific Islander Alone;
0;KS;Kansas;1997;Hawaiian or Pacific Islander Alone;
0;KS;Kansas;1998;Hawaiian or Pacific Islander Alone;
