Countyfips;StateCode;State;Year;Race;Population
0;MA;Massachusetts;1996;Black Alone;380476
0;MA;Massachusetts;1997;Black Alone;392930
0;MA;Massachusetts;1998;Black Alone;405072
0;MA;Massachusetts;1999;Black Alone;416891
0;MA;Massachusetts;2000;Black Alone;408355
0;MA;Massachusetts;2001;Black Alone;419956
0;MA;Massachusetts;2002;Black Alone;430504
0;MA;Massachusetts;2003;Black Alone;439837
0;MA;Massachusetts;2004;Black Alone;446863
0;MA;Massachusetts;2005;Black Alone;454754
0;MA;Massachusetts;2006;Black Alone;464016
0;MA;Massachusetts;2007;Black Alone;473702
0;MA;Massachusetts;2008;Black Alone;484952
0;MA;Massachusetts;2009;Black Alone;496558
0;MA;Massachusetts;2010;Black Alone;507906
0;MA;Massachusetts;2011;Black Alone;520781
0;MA;Massachusetts;2012;Black Alone;535556
0;MA;Massachusetts;2013;Black Alone;550545
0;MA;Massachusetts;2014;Black Alone;565021
0;MA;Massachusetts;2015;Black Alone;577951
0;MA;Massachusetts;2016;Black Alone;591169
0;MA;Massachusetts;2017;Black Alone;605239
0;MA;Massachusetts;2018;Black Alone;617086
0;MA;Massachusetts;2019;Black Alone;627476
0;MA;Massachusetts;2020;Black Alone;642136
0;MA;Massachusetts;2021;Black Alone;651689
0;MA;Massachusetts;2022;Black Alone;667739
0;MA;Massachusetts;2023;Black Alone;686031
0;MA;Massachusetts;2024;Black Alone;708951
0;MI;Michigan;1990;Black Alone;1302647
0;MI;Michigan;1991;Black Alone;1325382
0;MI;Michigan;1992;Black Alone;1345171
0;MI;Michigan;1993;Black Alone;1364873
0;MI;Michigan;1994;Black Alone;1382963
0;MI;Michigan;1995;Black Alone;1401822
0;MI;Michigan;1996;Black Alone;1416589
0;MI;Michigan;1997;Black Alone;1428471
0;MI;Michigan;1998;Black Alone;1441513
0;MI;Michigan;1999;Black Alone;1455082
0;MI;Michigan;2000;Black Alone;1429866
0;MI;Michigan;2001;Black Alone;1436646
0;MI;Michigan;2002;Black Alone;1439399
0;MI;Michigan;2003;Black Alone;1442059
0;MI;Michigan;2004;Black Alone;1443419
0;MI;Michigan;2005;Black Alone;1441842
0;MI;Michigan;2006;Black Alone;1439518
0;MI;Michigan;2007;Black Alone;1434092
0;MI;Michigan;2008;Black Alone;1424533
0;MI;Michigan;2009;Black Alone;1416742
0;MI;Michigan;2010;Black Alone;1414778
0;MI;Michigan;2011;Black Alone;1414819
0;MI;Michigan;2012;Black Alone;1414859
0;MI;Michigan;2013;Black Alone;1411893
0;MI;Michigan;2014;Black Alone;1410980
0;MI;Michigan;2015;Black Alone;1408754
0;MI;Michigan;2016;Black Alone;1408236
0;MI;Michigan;2017;Black Alone;1408805
0;MI;Michigan;2018;Black Alone;1408986
0;MI;Michigan;2019;Black Alone;1408989
0;MI;Michigan;2020;Black Alone;1429892
0;MI;Michigan;2021;Black Alone;1424601
0;MI;Michigan;2022;Black Alone;1420345
0;MI;Michigan;2023;Black Alone;1420512
0;MI;Michigan;2024;Black Alone;1426504
0;MN;Minnesota;1990;Black Alone;96863
0;MN;Minnesota;1991;Black Alone;102578
0;MN;Minnesota;1992;Black Alone;111100
0;MN;Minnesota;1993;Black Alone;119757
0;MN;Minnesota;1994;Black Alone;129044
0;MN;Minnesota;1995;Black Alone;138084
0;MN;Minnesota;1996;Black Alone;147109
0;MN;Minnesota;1997;Black Alone;157212
0;MN;Minnesota;1998;Black Alone;169213
0;MN;Minnesota;1999;Black Alone;182425
0;MN;Minnesota;2000;Black Alone;181181
0;MN;Minnesota;2001;Black Alone;192058
0;MN;Minnesota;2002;Black Alone;201763
0;MN;Minnesota;2003;Black Alone;211770
0;MN;Minnesota;2004;Black Alone;222195
0;MN;Minnesota;2005;Black Alone;232332
0;MN;Minnesota;2006;Black Alone;244813
0;MN;Minnesota;2007;Black Alone;256837
0;MN;Minnesota;2008;Black Alone;267143
0;MN;Minnesota;2009;Black Alone;275631
0;MN;Minnesota;2010;Black Alone;282782
0;MN;Minnesota;2011;Black Alone;292078
0;MN;Minnesota;2012;Black Alone;300638
0;MN;Minnesota;2013;Black Alone;310959
0;MN;Minnesota;2014;Black Alone;323608
0;MN;Minnesota;2015;Black Alone;336805
0;MN;Minnesota;2016;Black Alone;353152
0;MN;Minnesota;2017;Black Alone;369244
0;MN;Minnesota;2018;Black Alone;384844
0;MN;Minnesota;2019;Black Alone;399280
0;MN;Minnesota;2020;Black Alone;414207
0;MN;Minnesota;2021;Black Alone;424772
0;MN;Minnesota;2022;Black Alone;439484
0;MN;Minnesota;2023;Black Alone;456177
0;MN;Minnesota;2024;Black Alone;476525
0;MS;Mississippi;1990;Black Alone;918137
0;MS;Mississippi;1991;Black Alone;931092
0;MS;Mississippi;1992;Black Alone;946494
0;MS;Mississippi;1993;Black Alone;961894
0;MS;Mississippi;1994;Black Alone;977069
0;MS;Mississippi;1995;Black Alone;992365
0;MS;Mississippi;1996;Black Alone;1004313
0;MS;Mississippi;1997;Black Alone;1016239
0;MS;Mississippi;1998;Black Alone;1028123
0;MS;Mississippi;1999;Black Alone;1038253
0;MS;Mississippi;2000;Black Alone;1037743
0;MS;Mississippi;2001;Black Alone;1040145
0;MS;Mississippi;2002;Black Alone;1042311
0;MS;Mississippi;2003;Black Alone;1046235
0;MS;Mississippi;2004;Black Alone;1054419
0;MS;Mississippi;2005;Black Alone;1061415
0;MS;Mississippi;2006;Black Alone;1070798
0;MS;Mississippi;2007;Black Alone;1082126
0;MS;Mississippi;2008;Black Alone;1092190
0;MS;Mississippi;2009;Black Alone;1097005
0;MS;Mississippi;2010;Black Alone;1105088
0;MS;Mississippi;2011;Black Alone;1110762
0;MS;Mississippi;2012;Black Alone;1114783
0;MS;Mississippi;2013;Black Alone;1119920
0;MS;Mississippi;2014;Black Alone;1123499
0;MS;Mississippi;2015;Black Alone;1125536
0;MS;Mississippi;2016;Black Alone;1128507
0;MS;Mississippi;2017;Black Alone;1129820
0;MS;Mississippi;2018;Black Alone;1128789
0;MS;Mississippi;2019;Black Alone;1127317
0;MS;Mississippi;2020;Black Alone;1122568
0;MS;Mississippi;2021;Black Alone;1116777
0;MS;Mississippi;2022;Black Alone;1111525
0;MS;Mississippi;2023;Black Alone;1111088
0;MS;Mississippi;2024;Black Alone;1110314
0;MO;Missouri;1990;Black Alone;551614
0;MO;Missouri;1991;Black Alone;560523
0;MO;Missouri;1992;Black Alone;570748
0;MO;Missouri;1993;Black Alone;582279
0;MO;Missouri;1994;Black Alone;593401
0;MO;Missouri;1995;Black Alone;603017
0;MO;Missouri;1996;Black Alone;613411
0;MO;Missouri;1997;Black Alone;624475
0;MO;Missouri;1998;Black Alone;633777
0;MO;Missouri;1999;Black Alone;642019
0;MO;Missouri;2000;Black Alone;637132
0;MO;Missouri;2001;Black Alone;643919
0;MO;Missouri;2002;Black Alone;650232
0;MO;Missouri;2003;Black Alone;656313
0;MO;Missouri;2004;Black Alone;663205
0;MO;Missouri;2005;Black Alone;669907
0;MO;Missouri;2006;Black Alone;678128
0;MO;Missouri;2007;Black Alone;684018
0;MO;Missouri;2008;Black Alone;689311
0;MO;Missouri;2009;Black Alone;695364
0;MO;Missouri;2010;Black Alone;701220
0;MO;Missouri;2011;Black Alone;704328
0;MO;Missouri;2012;Black Alone;707443
0;MO;Missouri;2013;Black Alone;711494
0;MO;Missouri;2014;Black Alone;714524
0;MO;Missouri;2015;Black Alone;717574
0;MO;Missouri;2016;Black Alone;720070
0;MO;Missouri;2017;Black Alone;722427
0;MO;Missouri;2018;Black Alone;724435
0;MO;Missouri;2019;Black Alone;725728
0;MO;Missouri;2020;Black Alone;730681
0;MO;Missouri;2021;Black Alone;730043
0;MO;Missouri;2022;Black Alone;726576
0;MO;Missouri;2023;Black Alone;727870
0;MO;Missouri;2024;Black Alone;732670
0;MT;Montana;1990;Black Alone;2200
0;MT;Montana;1991;Black Alone;2269
0;MT;Montana;1992;Black Alone;2321
0;MT;Montana;1993;Black Alone;2548
0;MT;Montana;1994;Black Alone;2666
0;MT;Montana;1995;Black Alone;2769
0;MT;Montana;1996;Black Alone;2929
0;MT;Montana;1997;Black Alone;2910
0;MT;Montana;1998;Black Alone;3034
0;MT;Montana;1999;Black Alone;3111
0;MT;Montana;2000;Black Alone;2797
0;MT;Montana;2001;Black Alone;3154
0;MT;Montana;2002;Black Alone;3372
0;MT;Montana;2003;Black Alone;3619
0;MT;Montana;2004;Black Alone;3863
0;MT;Montana;2005;Black Alone;3899
0;MT;Montana;2006;Black Alone;4107
0;MT;Montana;2007;Black Alone;4192
0;MT;Montana;2008;Black Alone;4282
0;MT;Montana;2009;Black Alone;4354
0;MT;Montana;2010;Black Alone;4252
0;MT;Montana;2011;Black Alone;4918
0;MT;Montana;2012;Black Alone;5429
0;MT;Montana;2013;Black Alone;5446
0;MT;Montana;2014;Black Alone;5498
0;MT;Montana;2015;Black Alone;5644
0;MT;Montana;2016;Black Alone;5871
0;MT;Montana;2017;Black Alone;6136
0;MT;Montana;2018;Black Alone;6210
0;MT;Montana;2019;Black Alone;6360
0;MT;Montana;2020;Black Alone;6565
0;MT;Montana;2021;Black Alone;6864
0;MT;Montana;2022;Black Alone;6928
0;MT;Montana;2023;Black Alone;7227
0;MT;Montana;2024;Black Alone;7554
0;NE;Nebraska;1990;Black Alone;57861
0;NE;Nebraska;1991;Black Alone;58992
0;NE;Nebraska;1992;Black Alone;60350
0;NE;Nebraska;1993;Black Alone;61405
0;NE;Nebraska;1994;Black Alone;63236
0;NE;Nebraska;1995;Black Alone;64814
0;NE;Nebraska;1996;Black Alone;66604
0;NE;Nebraska;1997;Black Alone;68697
0;NE;Nebraska;1998;Black Alone;70395
0;NE;Nebraska;1999;Black Alone;72024
0;NE;Nebraska;2000;Black Alone;70299
0;NE;Nebraska;2001;Black Alone;71746
0;NE;Nebraska;2002;Black Alone;72870
0;NE;Nebraska;2003;Black Alone;74415
0;NE;Nebraska;2004;Black Alone;75843
0;NE;Nebraska;2005;Black Alone;77334
0;NE;Nebraska;2006;Black Alone;79189
0;NE;Nebraska;2007;Black Alone;80643
0;NE;Nebraska;2008;Black Alone;82903
0;NE;Nebraska;2009;Black Alone;84684
0;NE;Nebraska;2010;Black Alone;86318
0;NE;Nebraska;2011;Black Alone;87735
0;NE;Nebraska;2012;Black Alone;89002
0;NE;Nebraska;2013;Black Alone;90538
0;NE;Nebraska;2014;Black Alone;92621
0;NE;Nebraska;2015;Black Alone;94200
0;NE;Nebraska;2016;Black Alone;96502
0;NE;Nebraska;2017;Black Alone;97839
0;NE;Nebraska;2018;Black Alone;99602
0;NE;Nebraska;2019;Black Alone;101015
0;NE;Nebraska;2020;Black Alone;104197
0;NE;Nebraska;2021;Black Alone;104972
0;NE;Nebraska;2022;Black Alone;106597
0;NE;Nebraska;2023;Black Alone;110237
0;NE;Nebraska;2024;Black Alone;114430
0;NV;Nevada;1990;Black Alone;81467
0;NV;Nevada;1991;Black Alone;87998
0;NV;Nevada;1992;Black Alone;93558
0;NV;Nevada;1993;Black Alone;98320
0;NV;Nevada;1994;Black Alone;106532
0;NV;Nevada;1995;Black Alone;113443
0;NV;Nevada;1996;Black Alone;119873
0;NV;Nevada;1997;Black Alone;128057
0;NV;Nevada;1998;Black Alone;136640
0;NV;Nevada;1999;Black Alone;143853
0;NV;Nevada;2000;Black Alone;141698
0;NV;Nevada;2001;Black Alone;150616
0;NV;Nevada;2002;Black Alone;159264
0;NV;Nevada;2003;Black Alone;167550
0;NV;Nevada;2004;Black Alone;178908
0;NV;Nevada;2005;Black Alone;190486
0;NV;Nevada;2006;Black Alone;203042
0;NV;Nevada;2007;Black Alone;213754
0;NV;Nevada;2008;Black Alone;222366
0;NV;Nevada;2009;Black Alone;228060
0;NV;Nevada;2010;Black Alone;231826
0;NV;Nevada;2011;Black Alone;235400
0;NV;Nevada;2012;Black Alone;244037
0;NV;Nevada;2013;Black Alone;249432
0;NV;Nevada;2014;Black Alone;257901
0;NV;Nevada;2015;Black Alone;268972
0;NV;Nevada;2016;Black Alone;281623
0;NV;Nevada;2017;Black Alone;295031
0;NV;Nevada;2018;Black Alone;307761
0;NV;Nevada;2019;Black Alone;319249
0;NV;Nevada;2020;Black Alone;326832
0;NV;Nevada;2021;Black Alone;335799
0;NV;Nevada;2022;Black Alone;346025
0;NV;Nevada;2023;Black Alone;353009
0;NV;Nevada;2024;Black Alone;360756
0;NH;New Hampshire;1990;Black Alone;7350
0;NH;New Hampshire;1991;Black Alone;6745
0;NH;New Hampshire;1992;Black Alone;6985
0;NH;New Hampshire;1993;Black Alone;7261
0;NH;New Hampshire;1994;Black Alone;7865
0;NH;New Hampshire;1995;Black Alone;8155
0;NH;New Hampshire;1996;Black Alone;8825
0;NH;New Hampshire;1997;Black Alone;9246
0;NH;New Hampshire;1998;Black Alone;9635
0;NH;New Hampshire;1999;Black Alone;10565
0;NH;New Hampshire;2000;Black Alone;9980
0;NH;New Hampshire;2001;Black Alone;11031
0;NH;New Hampshire;2002;Black Alone;11784
0;NH;New Hampshire;2003;Black Alone;12493
0;NH;New Hampshire;2004;Black Alone;13224
0;NH;New Hampshire;2005;Black Alone;13888
0;NH;New Hampshire;2006;Black Alone;14737
0;NH;New Hampshire;2007;Black Alone;15121
0;NH;New Hampshire;2008;Black Alone;15739
0;NH;New Hampshire;2009;Black Alone;16108
0;NH;New Hampshire;2010;Black Alone;16517
0;NH;New Hampshire;2011;Black Alone;17245
0;NH;New Hampshire;2012;Black Alone;18112
0;NH;New Hampshire;2013;Black Alone;18614
0;NH;New Hampshire;2014;Black Alone;19268
0;NH;New Hampshire;2015;Black Alone;20100
0;NH;New Hampshire;2016;Black Alone;21311
0;NH;New Hampshire;2017;Black Alone;22365
0;NH;New Hampshire;2018;Black Alone;23520
0;NH;New Hampshire;2019;Black Alone;24765
0;NH;New Hampshire;2020;Black Alone;25944
0;NH;New Hampshire;2021;Black Alone;26859
0;NH;New Hampshire;2022;Black Alone;27899
0;NH;New Hampshire;2023;Black Alone;28986
0;NH;New Hampshire;2024;Black Alone;30287
0;NJ;New Jersey;1990;Black Alone;1080360
0;NJ;New Jersey;1991;Black Alone;1098903
0;NJ;New Jersey;1992;Black Alone;1120104
0;NJ;New Jersey;1993;Black Alone;1137820
0;NJ;New Jersey;1994;Black Alone;1155050
0;NJ;New Jersey;1995;Black Alone;1170159
0;NJ;New Jersey;1996;Black Alone;1184891
0;NJ;New Jersey;1997;Black Alone;1200550
0;NJ;New Jersey;1998;Black Alone;1217158
0;NJ;New Jersey;1999;Black Alone;1231242
0;NJ;New Jersey;2000;Black Alone;1214799
0;NJ;New Jersey;2001;Black Alone;1225586
0;NJ;New Jersey;2002;Black Alone;1235091
0;NJ;New Jersey;2003;Black Alone;1243880
0;NJ;New Jersey;2004;Black Alone;1250367
0;NJ;New Jersey;2005;Black Alone;1253750
0;NJ;New Jersey;2006;Black Alone;1256590
0;NJ;New Jersey;2007;Black Alone;1259993
0;NJ;New Jersey;2008;Black Alone;1264816
0;NJ;New Jersey;2009;Black Alone;1274062
0;NJ;New Jersey;2010;Black Alone;1283855
0;NJ;New Jersey;2011;Black Alone;1292112
0;NJ;New Jersey;2012;Black Alone;1299996
0;NJ;New Jersey;2013;Black Alone;1308348
0;NJ;New Jersey;2014;Black Alone;1316652
0;NJ;New Jersey;2015;Black Alone;1322881
0;NJ;New Jersey;2016;Black Alone;1326312
0;NJ;New Jersey;2017;Black Alone;1331862
0;NJ;New Jersey;2018;Black Alone;1336815
0;NJ;New Jersey;2019;Black Alone;1344290
0;NJ;New Jersey;2020;Black Alone;1413565
0;NJ;New Jersey;2021;Black Alone;1420606
0;NJ;New Jersey;2022;Black Alone;1435587
0;NJ;New Jersey;2023;Black Alone;1456860
0;NJ;New Jersey;2024;Black Alone;1481943
0;NM;New Mexico;1990;Black Alone;31537
0;NM;New Mexico;1991;Black Alone;33416
0;NM;New Mexico;1992;Black Alone;35471
0;NM;New Mexico;1993;Black Alone;36971
0;NM;New Mexico;1994;Black Alone;38246
0;NM;New Mexico;1995;Black Alone;39394
0;NM;New Mexico;1996;Black Alone;40623
0;NM;New Mexico;1997;Black Alone;41632
0;NM;New Mexico;1998;Black Alone;41649
0;NM;New Mexico;1999;Black Alone;42091
0;NM;New Mexico;2000;Black Alone;38255
0;NM;New Mexico;2001;Black Alone;39240
0;NM;New Mexico;2002;Black Alone;40480
0;NM;New Mexico;2003;Black Alone;41351
0;NM;New Mexico;2004;Black Alone;42590
0;NM;New Mexico;2005;Black Alone;43575
0;NM;New Mexico;2006;Black Alone;44804
0;NM;New Mexico;2007;Black Alone;45995
0;NM;New Mexico;2008;Black Alone;46536
0;NM;New Mexico;2009;Black Alone;47952
0;NM;New Mexico;2010;Black Alone;49284
0;NM;New Mexico;2011;Black Alone;49866
0;NM;New Mexico;2012;Black Alone;50246
0;NM;New Mexico;2013;Black Alone;50841
0;NM;New Mexico;2014;Black Alone;51353
0;NM;New Mexico;2015;Black Alone;51887
0;NM;New Mexico;2016;Black Alone;52582
0;NM;New Mexico;2017;Black Alone;53129
0;NM;New Mexico;2018;Black Alone;54095
0;NM;New Mexico;2019;Black Alone;55561
0;NM;New Mexico;2020;Black Alone;57673
0;NM;New Mexico;2021;Black Alone;58125
0;NM;New Mexico;2022;Black Alone;58959
0;NM;New Mexico;2023;Black Alone;60398
0;NM;New Mexico;2024;Black Alone;61889
0;NY;New York;1990;Black Alone;3075556
0;NY;New York;1991;Black Alone;3115741
0;NY;New York;1992;Black Alone;3159095
0;NY;New York;1993;Black Alone;3206315
0;NY;New York;1994;Black Alone;3248162
0;NY;New York;1995;Black Alone;3284189
0;NY;New York;1996;Black Alone;3314224
0;NY;New York;1997;Black Alone;3345110
0;NY;New York;1998;Black Alone;3378440
0;NY;New York;1999;Black Alone;3410768
0;NY;New York;2000;Black Alone;3352839
0;NY;New York;2001;Black Alone;3362588
0;NY;New York;2002;Black Alone;3367218
0;NY;New York;2003;Black Alone;3366096
0;NY;New York;2004;Black Alone;3354749
0;NY;New York;2005;Black Alone;3343142
0;NY;New York;2006;Black Alone;3334119
0;NY;New York;2007;Black Alone;3330887
0;NY;New York;2008;Black Alone;3341092
0;NY;New York;2009;Black Alone;3358828
0;NY;New York;2010;Black Alone;3384178
0;NY;New York;2011;Black Alone;3408840
0;NY;New York;2012;Black Alone;3427170
0;NY;New York;2013;Black Alone;3445389
0;NY;New York;2014;Black Alone;3454091
0;NY;New York;2015;Black Alone;3458584
0;NY;New York;2016;Black Alone;3457062
0;NY;New York;2017;Black Alone;3449087
0;NY;New York;2018;Black Alone;3439040
0;NY;New York;2019;Black Alone;3425736
0;NY;New York;2020;Black Alone;3577285
0;NY;New York;2021;Black Alone;3529700
0;NY;New York;2022;Black Alone;3491330
0;NY;New York;2023;Black Alone;3502298
0;NY;New York;2024;Black Alone;3534129
0;NC;North Carolina;1990;Black Alone;1471373
0;NC;North Carolina;1991;Black Alone;1504167
0;NC;North Carolina;1992;Black Alone;1536007
0;NC;North Carolina;1993;Black Alone;1572592
0;NC;North Carolina;1994;Black Alone;1605865
0;NC;North Carolina;1995;Black Alone;1639961
0;NC;North Carolina;1996;Black Alone;1671635
0;NC;North Carolina;1997;Black Alone;1703828
0;NC;North Carolina;1998;Black Alone;1733013
0;NC;North Carolina;1999;Black Alone;1758625
0;NC;North Carolina;2000;Black Alone;1761665
0;NC;North Carolina;2001;Black Alone;1788451
0;NC;North Carolina;2002;Black Alone;1814581
0;NC;North Carolina;2003;Black Alone;1836358
0;NC;North Carolina;2004;Black Alone;1864749
0;NC;North Carolina;2005;Black Alone;1896346
0;NC;North Carolina;2006;Black Alone;1941888
0;NC;North Carolina;2007;Black Alone;1985772
0;NC;North Carolina;2008;Black Alone;2029922
0;NC;North Carolina;2009;Black Alone;2064933
0;NC;North Carolina;2010;Black Alone;2096427
0;NC;North Carolina;2011;Black Alone;2121809
0;NC;North Carolina;2012;Black Alone;2148746
0;NC;North Carolina;2013;Black Alone;2177394
0;NC;North Carolina;2014;Black Alone;2203334
0;NC;North Carolina;2015;Black Alone;2227537
0;NC;North Carolina;2016;Black Alone;2256455
0;NC;North Carolina;2017;Black Alone;2283880
0;NC;North Carolina;2018;Black Alone;2311259
0;NC;North Carolina;2019;Black Alone;2336825
0;NC;North Carolina;2020;Black Alone;2311325
0;NC;North Carolina;2021;Black Alone;2336120
0;NC;North Carolina;2022;Black Alone;2367112
0;NC;North Carolina;2023;Black Alone;2397205
0;NC;North Carolina;2024;Black Alone;2425031
0;ND;North Dakota;1990;Black Alone;3366
0;ND;North Dakota;1991;Black Alone;3429
0;ND;North Dakota;1992;Black Alone;3476
0;ND;North Dakota;1993;Black Alone;3369
0;ND;North Dakota;1994;Black Alone;3354
0;ND;North Dakota;1995;Black Alone;3270
0;ND;North Dakota;1996;Black Alone;3514
0;ND;North Dakota;1997;Black Alone;3501
0;ND;North Dakota;1998;Black Alone;3720
0;ND;North Dakota;1999;Black Alone;4007
0;ND;North Dakota;2000;Black Alone;4167
0;ND;North Dakota;2001;Black Alone;4568
0;ND;North Dakota;2002;Black Alone;4955
0;ND;North Dakota;2003;Black Alone;5277
0;ND;North Dakota;2004;Black Alone;5844
0;ND;North Dakota;2005;Black Alone;6380
0;ND;North Dakota;2006;Black Alone;6708
0;ND;North Dakota;2007;Black Alone;6986
0;ND;North Dakota;2008;Black Alone;7325
0;ND;North Dakota;2009;Black Alone;8166
0;ND;North Dakota;2010;Black Alone;8522
0;ND;North Dakota;2011;Black Alone;9487
0;ND;North Dakota;2012;Black Alone;10876
0;ND;North Dakota;2013;Black Alone;13284
0;ND;North Dakota;2014;Black Alone;15578
0;ND;North Dakota;2015;Black Alone;19589
0;ND;North Dakota;2016;Black Alone;22276
0;ND;North Dakota;2017;Black Alone;23649
0;ND;North Dakota;2018;Black Alone;25255
0;ND;North Dakota;2019;Black Alone;26087
0;ND;North Dakota;2020;Black Alone;27141
0;ND;North Dakota;2021;Black Alone;27455
0;ND;North Dakota;2022;Black Alone;28550
0;ND;North Dakota;2023;Black Alone;30342
0;ND;North Dakota;2024;Black Alone;31985
0;OH;Ohio;1990;Black Alone;1163105
0;OH;Ohio;1991;Black Alone;1187439
0;OH;Ohio;1992;Black Alone;1214495
0;OH;Ohio;1993;Black Alone;1239130
0;OH;Ohio;1994;Black Alone;1260858
0;OH;Ohio;1995;Black Alone;1279923
0;OH;Ohio;1996;Black Alone;1299584
0;OH;Ohio;1997;Black Alone;1317777
0;OH;Ohio;1998;Black Alone;1333730
0;OH;Ohio;1999;Black Alone;1347742
0;OH;Ohio;2000;Black Alone;1321574
0;OH;Ohio;2001;Black Alone;1335348
0;OH;Ohio;2002;Black Alone;1348039
0;OH;Ohio;2003;Black Alone;1359820
0;OH;Ohio;2004;Black Alone;1369741
0;OH;Ohio;2005;Black Alone;1380184
0;OH;Ohio;2006;Black Alone;1391674
0;OH;Ohio;2007;Black Alone;1402901
0;OH;Ohio;2008;Black Alone;1412676
0;OH;Ohio;2009;Black Alone;1421031
0;OH;Ohio;2010;Black Alone;1428407
0;OH;Ohio;2011;Black Alone;1435406
0;OH;Ohio;2012;Black Alone;1443161
0;OH;Ohio;2013;Black Alone;1456185
0;OH;Ohio;2014;Black Alone;1468930
0;OH;Ohio;2015;Black Alone;1481775
0;OH;Ohio;2016;Black Alone;1493484
0;OH;Ohio;2017;Black Alone;1506290
0;OH;Ohio;2018;Black Alone;1519161
0;OH;Ohio;2019;Black Alone;1530066
0;OH;Ohio;2020;Black Alone;1556200
0;OH;Ohio;2021;Black Alone;1561905
0;OH;Ohio;2022;Black Alone;1574530
0;OH;Ohio;2023;Black Alone;1590797
0;OH;Ohio;2024;Black Alone;1610713
0;OK;Oklahoma;1990;Black Alone;236142
0;OK;Oklahoma;1991;Black Alone;240420
0;OK;Oklahoma;1992;Black Alone;247526
0;OK;Oklahoma;1993;Black Alone;250522
0;OK;Oklahoma;1994;Black Alone;253912
0;OK;Oklahoma;1995;Black Alone;256587
0;OK;Oklahoma;1996;Black Alone;260826
0;OK;Oklahoma;1997;Black Alone;265613
0;OK;Oklahoma;1998;Black Alone;271627
0;OK;Oklahoma;1999;Black Alone;277057
0;OK;Oklahoma;2000;Black Alone;264137
0;OK;Oklahoma;2001;Black Alone;265290
0;OK;Oklahoma;2002;Black Alone;266755
0;OK;Oklahoma;2003;Black Alone;266870
0;OK;Oklahoma;2004;Black Alone;268228
0;OK;Oklahoma;2005;Black Alone;269299
0;OK;Oklahoma;2006;Black Alone;273147
0;OK;Oklahoma;2007;Black Alone;276157
0;OK;Oklahoma;2008;Black Alone;277236
0;OK;Oklahoma;2009;Black Alone;281437
0;OK;Oklahoma;2010;Black Alone;285285
0;OK;Oklahoma;2011;Black Alone;287715
0;OK;Oklahoma;2012;Black Alone;290617
0;OK;Oklahoma;2013;Black Alone;294841
0;OK;Oklahoma;2014;Black Alone;297519
0;OK;Oklahoma;2015;Black Alone;301286
0;OK;Oklahoma;2016;Black Alone;303054
0;OK;Oklahoma;2017;Black Alone;304128
0;OK;Oklahoma;2018;Black Alone;305306
0;OK;Oklahoma;2019;Black Alone;307330
0;OK;Oklahoma;2020;Black Alone;311007
0;OK;Oklahoma;2021;Black Alone;315047
0;OK;Oklahoma;2022;Black Alone;318243
0;OK;Oklahoma;2023;Black Alone;321770
0;OK;Oklahoma;2024;Black Alone;325186
0;OR;Oregon;1990;Black Alone;47386
0;OR;Oregon;1991;Black Alone;49761
0;OR;Oregon;1992;Black Alone;51515
0;OR;Oregon;1993;Black Alone;53484
0;OR;Oregon;1994;Black Alone;55825
0;OR;Oregon;1995;Black Alone;58341
0;OR;Oregon;1996;Black Alone;60756
0;OR;Oregon;1997;Black Alone;62188
0;OR;Oregon;1998;Black Alone;64508
0;OR;Oregon;1999;Black Alone;66369
0;OR;Oregon;2000;Black Alone;58647
0;OR;Oregon;2001;Black Alone;60227
0;OR;Oregon;2002;Black Alone;62011
0;OR;Oregon;2003;Black Alone;63003
0;OR;Oregon;2004;Black Alone;63707
0;OR;Oregon;2005;Black Alone;65155
0;OR;Oregon;2006;Black Alone;67322
0;OR;Oregon;2007;Black Alone;69349
0;OR;Oregon;2008;Black Alone;71549
0;OR;Oregon;2009;Black Alone;73298
0;OR;Oregon;2010;Black Alone;74577
0;OR;Oregon;2011;Black Alone;76165
0;OR;Oregon;2012;Black Alone;77506
0;OR;Oregon;2013;Black Alone;78800
0;OR;Oregon;2014;Black Alone;81278
0;OR;Oregon;2015;Black Alone;83654
0;OR;Oregon;2016;Black Alone;86715
0;OR;Oregon;2017;Black Alone;88996
0;OR;Oregon;2018;Black Alone;91216
0;OR;Oregon;2019;Black Alone;93259
0;OR;Oregon;2020;Black Alone;95224
0;OR;Oregon;2021;Black Alone;96861
0;OR;Oregon;2022;Black Alone;100048
0;OR;Oregon;2023;Black Alone;103073
0;OR;Oregon;2024;Black Alone;107235
0;PA;Pennsylvania;1990;Black Alone;1110238
0;PA;Pennsylvania;1991;Black Alone;1131434
0;PA;Pennsylvania;1992;Black Alone;1156140
0;PA;Pennsylvania;1993;Black Alone;1179523
0;PA;Pennsylvania;1994;Black Alone;1198702
0;PA;Pennsylvania;1995;Black Alone;1215312
0;PA;Pennsylvania;1996;Black Alone;1230865
0;PA;Pennsylvania;1997;Black Alone;1245495
0;PA;Pennsylvania;1998;Black Alone;1262645
0;PA;Pennsylvania;1999;Black Alone;1279925
0;PA;Pennsylvania;2000;Black Alone;1261602
0;PA;Pennsylvania;2001;Black Alone;1273174
0;PA;Pennsylvania;2002;Black Alone;1287953
0;PA;Pennsylvania;2003;Black Alone;1304608
0;PA;Pennsylvania;2004;Black Alone;1323311
0;PA;Pennsylvania;2005;Black Alone;1342155
0;PA;Pennsylvania;2006;Black Alone;1364087
